ANIO,MES,DIA,SERVICIO,NB_COLA,LLAMADAS_DIA,REITERADAS_DIA,LLAMADAS_MES,REITERADAS_MES,FECHA,LLAMADAS_SEM,REITERADAS_SEM,SEMANA_MES
2022,6,1,BOP,BOP,8423,1078,8423,1078,2022-06-01,8423,1078,S1
2022,6,1,SOS,SOS,1623,224,1623,224,2022-06-01,1623,224,S1
2022,6,1,LINEA NEGOCIOS,LINEA NEGOCIOS,175,22,175,22,2022-06-01,175,22,S1
2022,6,1,CHAT CONSULTAS,CHAT CONSULTAS,348,83,348,83,2022-06-01,348,83,S1
2022,6,1,VENTAS CROSS,VENTAS CROSS,488,14,488,14,2022-06-01,488,14,S1
2022,6,1,TARJETAS,TARJETAS,3463,404,3463,404,2022-06-01,3463,404,S1
2022,6,1,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),350,32,350,32,2022-06-01,350,32,S1
2022,6,1,RECLAMOS,RECLAMOS,1596,133,1596,133,2022-06-01,1596,133,S1
2022,6,1,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),80,9,80,9,2022-06-01,80,9,S1
2022,6,1,ALTO VALOR,ALTO VALOR,429,51,429,51,2022-06-01,429,51,S1
2022,6,1,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1044,135,1044,135,2022-06-01,1044,135,S1
2022,6,1,LINEA EMPRESAS,LINEA EMPRESAS,938,187,938,187,2022-06-01,938,187,S1
2022,6,1,CHAT RECLAMOS,CHAT RECLAMOS,317,88,317,88,2022-06-01,317,88,S1
2022,6,2,SOS,SOS,1530,211,3153,482,2022-06-02,3153,482,S1
2022,6,2,CHAT RECLAMOS,CHAT RECLAMOS,289,86,606,185,2022-06-02,606,185,S1
2022,6,2,RECLAMOS,RECLAMOS,1427,100,3023,274,2022-06-02,3023,274,S1
2022,6,2,LINEA NEGOCIOS,LINEA NEGOCIOS,162,20,337,52,2022-06-02,337,52,S1
2022,6,2,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),351,28,701,68,2022-06-02,701,68,S1
2022,6,2,LINEA EMPRESAS,LINEA EMPRESAS,907,171,1845,411,2022-06-02,1845,411,S1
2022,6,2,CHAT CONSULTAS,CHAT CONSULTAS,319,91,667,184,2022-06-02,667,184,S1
2022,6,2,ALTO VALOR,ALTO VALOR,453,57,882,132,2022-06-02,882,132,S1
2022,6,2,TARJETAS,TARJETAS,3230,331,6693,903,2022-06-02,6693,903,S1
2022,6,2,BOP,BOP,7639,983,16062,2454,2022-06-02,16062,2454,S1
2022,6,2,VENTAS CROSS,VENTAS CROSS,510,16,998,40,2022-06-02,998,40,S1
2022,6,2,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),71,4,151,15,2022-06-02,151,15,S1
2022,6,2,INCLUSION FINANCIERA,INCLUSION FINANCIERA,846,87,1890,284,2022-06-02,1890,284,S1
2022,6,3,CHAT CONSULTAS,CHAT CONSULTAS,285,71,952,265,2022-06-03,952,265,S1
2022,6,3,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),59,6,210,21,2022-06-03,210,21,S1
2022,6,3,INCLUSION FINANCIERA,INCLUSION FINANCIERA,802,98,2692,443,2022-06-03,2692,443,S1
2022,6,3,ALTO VALOR,ALTO VALOR,402,56,1284,222,2022-06-03,1284,222,S1
2022,6,3,VENTAS CROSS,VENTAS CROSS,489,19,1487,71,2022-06-03,1487,71,S1
2022,6,3,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),313,27,1014,103,2022-06-03,1014,103,S1
2022,6,3,LINEA NEGOCIOS,LINEA NEGOCIOS,187,33,524,95,2022-06-03,524,95,S1
2022,6,3,BOP,BOP,7361,936,23423,3948,2022-06-03,23423,3948,S1
2022,6,3,SOS,SOS,1495,212,4648,745,2022-06-03,4648,745,S1
2022,6,3,CHAT RECLAMOS,CHAT RECLAMOS,280,84,886,280,2022-06-03,886,280,S1
2022,6,3,TARJETAS,TARJETAS,3460,427,10153,1623,2022-06-03,10153,1623,S1
2022,6,3,RECLAMOS,RECLAMOS,1544,128,4567,473,2022-06-03,4567,473,S1
2022,6,3,LINEA EMPRESAS,LINEA EMPRESAS,987,186,2832,688,2022-06-03,2832,688,S1
2022,6,4,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),45,1,255,22,2022-06-04,255,22,S1
2022,6,4,LINEA NEGOCIOS,LINEA NEGOCIOS,45,5,569,108,2022-06-04,569,108,S1
2022,6,4,VENTAS CROSS,VENTAS CROSS,378,12,1865,102,2022-06-04,1865,102,S1
2022,6,4,CHAT RECLAMOS,CHAT RECLAMOS,180,46,1066,333,2022-06-04,1066,333,S1
2022,6,4,RECLAMOS,RECLAMOS,1092,77,5659,591,2022-06-04,5659,591,S1
2022,6,4,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),199,18,1213,127,2022-06-04,1213,127,S1
2022,6,4,ALTO VALOR,ALTO VALOR,323,45,1607,298,2022-06-04,1607,298,S1
2022,6,4,LINEA EMPRESAS,LINEA EMPRESAS,358,70,3190,809,2022-06-04,3190,809,S1
2022,6,4,CHAT CONSULTAS,CHAT CONSULTAS,251,65,1203,338,2022-06-04,1203,338,S1
2022,6,4,SOS,SOS,1478,198,6126,984,2022-06-04,6126,984,S1
2022,6,4,INCLUSION FINANCIERA,INCLUSION FINANCIERA,701,90,3393,586,2022-06-04,3393,586,S1
2022,6,4,BOP,BOP,5870,753,29293,5179,2022-06-04,29293,5179,S1
2022,6,4,TARJETAS,TARJETAS,2713,353,12866,2235,2022-06-04,12866,2235,S1
2022,6,5,SOS,SOS,1089,153,7215,1178,2022-06-05,7215,1178,S1
2022,6,5,CHAT CONSULTAS,CHAT CONSULTAS,192,30,1395,375,2022-06-05,1395,375,S1
2022,6,6,BOP,BOP,10609,1574,39902,7733,2022-06-06,39902,7733,S1
2022,6,6,LINEA EMPRESAS,LINEA EMPRESAS,1156,204,4346,1166,2022-06-06,4346,1166,S1
2022,6,6,VENTAS CROSS,VENTAS CROSS,692,23,2557,154,2022-06-06,2557,154,S1
2022,6,6,CHAT RECLAMOS,CHAT RECLAMOS,390,116,1456,462,2022-06-06,1456,462,S1
2022,6,6,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1208,156,4601,847,2022-06-06,4601,847,S1
2022,6,6,LINEA NEGOCIOS,LINEA NEGOCIOS,235,29,804,147,2022-06-06,804,147,S1
2022,6,6,SOS,SOS,1759,226,8974,1527,2022-06-06,8974,1527,S1
2022,6,6,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),85,3,340,26,2022-06-06,340,26,S1
2022,6,6,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),317,10,1530,149,2022-06-06,1530,149,S1
2022,6,6,CHAT CONSULTAS,CHAT CONSULTAS,425,110,1820,506,2022-06-06,1820,506,S1
2022,6,6,RECLAMOS,RECLAMOS,2099,183,7758,882,2022-06-06,7758,882,S1
2022,6,6,TARJETAS,TARJETAS,5230,669,18096,3458,2022-06-06,18096,3458,S1
2022,6,6,ALTO VALOR,ALTO VALOR,597,81,2204,440,2022-06-06,2204,440,S1
2022,6,6,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),1,0,1,0,2022-06-06,1,0,S1
2022,6,7,LINEA EMPRESAS,LINEA EMPRESAS,1378,592,5724,1896,2022-06-07,5724,1896,S1
2022,6,7,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),55,9,395,35,2022-06-07,395,35,S1
2022,6,7,BOP,BOP,9195,2433,49097,11086,2022-06-07,49097,11086,S1
2022,6,7,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),355,29,1885,192,2022-06-07,1885,192,S1
2022,6,7,INCLUSION FINANCIERA,INCLUSION FINANCIERA,972,199,5573,1171,2022-06-07,5573,1171,S1
2022,6,7,VENTAS CROSS,VENTAS CROSS,415,15,2972,192,2022-06-07,2972,192,S1
2022,6,7,LINEA NEGOCIOS,LINEA NEGOCIOS,186,40,990,202,2022-06-07,990,202,S1
2022,6,7,SOS,SOS,1742,355,10716,1968,2022-06-07,10716,1968,S1
2022,6,7,ALTO VALOR,ALTO VALOR,458,106,2662,600,2022-06-07,2662,600,S1
2022,6,7,TARJETAS,TARJETAS,4579,1203,22675,5227,2022-06-07,22675,5227,S1
2022,6,7,CHAT CONSULTAS,CHAT CONSULTAS,375,92,2195,621,2022-06-07,2195,621,S1
2022,6,7,RECLAMOS,RECLAMOS,1486,111,9244,1091,2022-06-07,9244,1091,S1
2022,6,7,CHAT RECLAMOS,CHAT RECLAMOS,431,136,1887,617,2022-06-07,1887,617,S1
2022,6,8,RECLAMOS,RECLAMOS,1639,116,10883,1323,2022-06-08,1639,116,S2
2022,6,8,LINEA EMPRESAS,LINEA EMPRESAS,939,187,6663,2232,2022-06-08,939,187,S2
2022,6,8,SOS,SOS,1469,223,12185,2297,2022-06-08,1469,223,S2
2022,6,8,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),386,23,2271,232,2022-06-08,386,23,S2
2022,6,8,CHAT CONSULTAS,CHAT CONSULTAS,346,73,2541,710,2022-06-08,346,73,S2
2022,6,8,VENTAS CROSS,VENTAS CROSS,467,13,3439,231,2022-06-08,467,13,S2
2022,6,8,CHAT RECLAMOS,CHAT RECLAMOS,331,102,2218,735,2022-06-08,331,102,S2
2022,6,8,BOP,BOP,7644,1050,56741,13167,2022-06-08,7644,1050,S2
2022,6,8,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),72,8,467,45,2022-06-08,72,8,S2
2022,6,8,ALTO VALOR,ALTO VALOR,433,67,3095,742,2022-06-08,433,67,S2
2022,6,8,TARJETAS,TARJETAS,3662,477,26337,6298,2022-06-08,3662,477,S2
2022,6,8,INCLUSION FINANCIERA,INCLUSION FINANCIERA,837,120,6410,1419,2022-06-08,837,120,S2
2022,6,8,LINEA NEGOCIOS,LINEA NEGOCIOS,181,17,1171,232,2022-06-08,181,17,S2
2022,6,9,SOS,SOS,1339,175,13524,2556,2022-06-09,2808,421,S2
2022,6,9,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),55,2,522,49,2022-06-09,127,11,S2
2022,6,9,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),309,17,2580,269,2022-06-09,695,48,S2
2022,6,9,CHAT CONSULTAS,CHAT CONSULTAS,269,75,2810,801,2022-06-09,615,154,S2
2022,6,9,INCLUSION FINANCIERA,INCLUSION FINANCIERA,731,72,7141,1610,2022-06-09,1568,244,S2
2022,6,9,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,1,0,2022-06-09,1,0,S2
2022,6,9,VENTAS CROSS,VENTAS CROSS,444,9,3883,262,2022-06-09,911,25,S2
2022,6,9,LINEA EMPRESAS,LINEA EMPRESAS,762,137,7425,2524,2022-06-09,1701,381,S2
2022,6,9,ALTO VALOR,ALTO VALOR,378,33,3473,838,2022-06-09,811,122,S2
2022,6,9,LINEA NEGOCIOS,LINEA NEGOCIOS,152,18,1323,267,2022-06-09,333,41,S2
2022,6,9,BOP,BOP,6515,818,63256,15003,2022-06-09,14159,2238,S2
2022,6,9,TARJETAS,TARJETAS,3173,353,29510,7229,2022-06-09,6835,1006,S2
2022,6,9,RECLAMOS,RECLAMOS,1414,96,12297,1562,2022-06-09,3053,263,S2
2022,6,9,CHAT RECLAMOS,CHAT RECLAMOS,306,98,2524,852,2022-06-09,637,210,S2
2022,6,10,SOS,SOS,1470,195,14994,2841,2022-06-10,4278,660,S2
2022,6,10,VENTAS CROSS,VENTAS CROSS,459,21,4342,300,2022-06-10,1370,54,S2
2022,6,10,LINEA NEGOCIOS,LINEA NEGOCIOS,150,25,1473,312,2022-06-10,483,79,S2
2022,6,10,INCLUSION FINANCIERA,INCLUSION FINANCIERA,757,92,7898,1803,2022-06-10,2325,389,S2
2022,6,10,CHAT RECLAMOS,CHAT RECLAMOS,232,66,2756,933,2022-06-10,869,286,S2
2022,6,10,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,2,0,2022-06-10,2,0,S2
2022,6,10,BOP,BOP,6534,848,69790,16784,2022-06-10,20693,3542,S2
2022,6,10,RECLAMOS,RECLAMOS,1346,90,13643,1792,2022-06-10,4399,421,S2
2022,6,10,LINEA EMPRESAS,LINEA EMPRESAS,894,183,8319,2862,2022-06-10,2595,632,S2
2022,6,10,CHAT CONSULTAS,CHAT CONSULTAS,249,66,3059,887,2022-06-10,864,232,S2
2022,6,10,ALTO VALOR,ALTO VALOR,359,36,3832,952,2022-06-10,1170,195,S2
2022,6,10,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),48,3,570,53,2022-06-10,175,15,S2
2022,7,1,CHAT RECLAMOS,CHAT RECLAMOS,1059,313,1059,313,2022-07-01,1059,313,S1
2022,7,1,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1308,217,1308,217,2022-07-01,1308,217,S1
2022,7,1,RECLAMOS,RECLAMOS,1105,58,1105,58,2022-07-01,1105,58,S1
2022,7,1,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),311,21,311,21,2022-07-01,311,21,S1
2022,7,1,CORNER (KONECTA),CORNER (KONECTA),1284,187,1284,187,2022-07-01,1284,187,S1
2022,7,1,LINEA NEGOCIOS,LINEA NEGOCIOS,113,13,113,13,2022-07-01,113,13,S1
2022,7,1,VENTAS CROSS,VENTAS CROSS,511,21,511,21,2022-07-01,511,21,S1
2022,7,1,TARJETAS,TARJETAS,3304,430,3304,430,2022-07-01,3304,430,S1
2022,7,1,SOS,SOS,1521,196,1521,196,2022-07-01,1521,196,S1
2022,7,1,ALTO VALOR,ALTO VALOR,517,55,517,55,2022-07-01,517,55,S1
2022,7,1,LINEA EMPRESAS,LINEA EMPRESAS,912,214,912,214,2022-07-01,912,214,S1
2022,7,1,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),44,4,44,4,2022-07-01,44,4,S1
2022,7,1,CHAT CONSULTAS,CHAT CONSULTAS,410,111,410,111,2022-07-01,410,111,S1
2022,7,1,BOP,BOP,10810,1732,10810,1732,2022-07-01,10810,1732,S1
2022,7,2,INCLUSION FINANCIERA,INCLUSION FINANCIERA,916,145,2224,414,2022-07-02,2224,414,S1
2022,7,2,VENTAS CROSS,VENTAS CROSS,366,14,877,43,2022-07-02,877,43,S1
2022,7,2,CHAT CONSULTAS,CHAT CONSULTAS,265,73,675,191,2022-07-02,675,191,S1
2022,7,2,LINEA EMPRESAS,LINEA EMPRESAS,465,113,1377,366,2022-07-02,1377,366,S1
2022,7,2,RECLAMOS,RECLAMOS,820,26,1925,100,2022-07-02,1925,100,S1
2022,7,2,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),30,4,74,8,2022-07-02,74,8,S1
2022,7,2,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),265,22,576,47,2022-07-02,576,47,S1
2022,7,2,TARJETAS,TARJETAS,2639,355,5943,895,2022-07-02,5943,895,S1
2022,7,2,ALTO VALOR,ALTO VALOR,339,38,856,110,2022-07-02,856,110,S1
2022,7,2,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,1,0,2022-07-02,1,0,S1
2022,7,2,BOP,BOP,7106,933,17916,3051,2022-07-02,17916,3051,S1
2022,7,2,CHAT RECLAMOS,CHAT RECLAMOS,670,192,1729,518,2022-07-02,1729,518,S1
2022,7,2,LINEA NEGOCIOS,LINEA NEGOCIOS,54,10,167,28,2022-07-02,167,28,S1
2022,7,2,SOS,SOS,1350,174,2871,404,2022-07-02,2871,404,S1
2022,7,2,CORNER (KONECTA),CORNER (KONECTA),802,99,2086,295,2022-07-02,2086,295,S1
2022,7,3,CHAT RECLAMOS,CHAT RECLAMOS,1,0,1730,518,2022-07-03,1730,518,S1
2022,7,3,SOS,SOS,1072,192,3943,627,2022-07-03,3943,627,S1
2022,7,3,CHAT CONSULTAS,CHAT CONSULTAS,156,35,831,230,2022-07-03,831,230,S1
2022,7,3,RECLAMOS,RECLAMOS,1,0,1926,100,2022-07-03,1926,100,S1
2022,7,3,BOP,BOP,1,0,17917,3051,2022-07-03,17917,3051,S1
2022,7,4,CHAT CONSULTAS,CHAT CONSULTAS,386,93,1217,342,2022-07-04,1217,342,S1
2022,7,4,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,2,0,2022-07-04,2,0,S1
2022,7,4,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1432,236,3656,755,2022-07-04,3656,755,S1
2022,7,4,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),328,26,904,83,2022-07-04,904,83,S1
2022,7,4,TARJETAS,TARJETAS,4935,645,10878,1847,2022-07-04,10878,1847,S1
2022,7,4,LINEA EMPRESAS,LINEA EMPRESAS,1011,226,2388,660,2022-07-04,2388,660,S1
2022,7,4,VENTAS CROSS,VENTAS CROSS,603,16,1480,72,2022-07-04,1480,72,S1
2022,7,4,CHAT RECLAMOS,CHAT RECLAMOS,1072,315,2802,874,2022-07-04,2802,874,S1
2022,7,4,BOP,BOP,12789,2368,30706,6171,2022-07-04,30706,6171,S1
2022,7,4,ALTO VALOR,ALTO VALOR,660,97,1516,250,2022-07-04,1516,250,S1
2022,7,4,SOS,SOS,1545,186,5488,918,2022-07-04,5488,918,S1
2022,7,4,RECLAMOS,RECLAMOS,1429,87,3355,231,2022-07-04,3355,231,S1
2022,7,4,CORNER (KONECTA),CORNER (KONECTA),989,104,3075,420,2022-07-04,3075,420,S1
2022,7,4,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),40,1,114,10,2022-07-04,114,10,S1
2022,7,4,LINEA NEGOCIOS,LINEA NEGOCIOS,123,10,290,43,2022-07-04,290,43,S1
2022,7,5,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),59,3,173,13,2022-07-05,173,13,S1
2022,7,5,CHAT RECLAMOS,CHAT RECLAMOS,1061,308,3863,1235,2022-07-05,3863,1235,S1
2022,7,5,LINEA NEGOCIOS,LINEA NEGOCIOS,134,10,424,60,2022-07-05,424,60,S1
2022,7,5,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1118,167,4774,1045,2022-07-05,4774,1045,S1
2022,7,5,CHAT CONSULTAS,CHAT CONSULTAS,357,68,1574,419,2022-07-05,1574,419,S1
2022,7,5,RECLAMOS,RECLAMOS,1661,81,5016,375,2022-07-05,5016,375,S1
2022,7,5,TARJETAS,TARJETAS,5562,719,16440,3120,2022-07-05,16440,3120,S1
2022,7,5,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,3,0,2022-07-05,3,0,S1
2022,7,5,SOS,SOS,1165,159,6653,1143,2022-07-05,6653,1143,S1
2022,7,5,LINEA EMPRESAS,LINEA EMPRESAS,1149,196,3537,971,2022-07-05,3537,971,S1
2022,7,5,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),382,21,1286,123,2022-07-05,1286,123,S1
2022,7,5,VENTAS CROSS,VENTAS CROSS,599,12,2079,96,2022-07-05,2079,96,S1
2022,7,5,ALTO VALOR,ALTO VALOR,537,71,2053,372,2022-07-05,2053,372,S1
2022,7,5,BOP,BOP,11216,1615,41922,8927,2022-07-05,41922,8927,S1
2022,7,6,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,4,0,2022-07-06,4,0,S1
2022,7,6,VENTAS CROSS,VENTAS CROSS,617,17,2696,125,2022-07-06,2696,125,S1
2022,7,6,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1125,160,5899,1340,2022-07-06,5899,1340,S1
2022,7,6,CHAT RECLAMOS,CHAT RECLAMOS,870,258,4733,1533,2022-07-06,4733,1533,S1
2022,7,6,SOS,SOS,1530,237,8183,1472,2022-07-06,8183,1472,S1
2022,7,6,LINEA NEGOCIOS,LINEA NEGOCIOS,127,8,551,79,2022-07-06,551,79,S1
2022,7,6,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),397,20,1683,167,2022-07-06,1683,167,S1
2022,7,6,BOP,BOP,10605,1620,52527,11763,2022-07-06,52527,11763,S1
2022,7,6,TARJETAS,TARJETAS,5047,699,21487,4469,2022-07-06,21487,4469,S1
2022,7,6,LINEA EMPRESAS,LINEA EMPRESAS,939,208,4476,1316,2022-07-06,4476,1316,S1
2022,7,6,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),44,1,217,14,2022-07-06,217,14,S1
2022,7,6,RECLAMOS,RECLAMOS,1781,113,6797,563,2022-07-06,6797,563,S1
2022,7,6,ALTO VALOR,ALTO VALOR,483,53,2536,483,2022-07-06,2536,483,S1
2022,7,6,CHAT CONSULTAS,CHAT CONSULTAS,358,89,1932,528,2022-07-06,1932,528,S1
2022,7,7,CHAT CONSULTAS,CHAT CONSULTAS,305,76,2237,630,2022-07-07,2237,630,S1
2022,7,7,BOP,BOP,7140,916,59667,13652,2022-07-07,59667,13652,S1
2022,7,7,ALTO VALOR,ALTO VALOR,382,41,2918,589,2022-07-07,2918,589,S1
2022,7,7,SOS,SOS,1336,153,9519,1673,2022-07-07,9519,1673,S1
2022,7,7,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,5,0,2022-07-07,5,0,S1
2022,7,7,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),24,0,241,14,2022-07-07,241,14,S1
2022,7,7,LINEA NEGOCIOS,LINEA NEGOCIOS,94,11,645,104,2022-07-07,645,104,S1
2022,7,7,RECLAMOS,RECLAMOS,812,40,7609,662,2022-07-07,7609,662,S1
2022,7,7,INCLUSION FINANCIERA,INCLUSION FINANCIERA,733,76,6632,1500,2022-07-07,6632,1500,S1
2022,7,7,LINEA EMPRESAS,LINEA EMPRESAS,871,133,5347,1587,2022-07-07,5347,1587,S1
2022,7,7,TARJETAS,TARJETAS,3526,447,25013,5497,2022-07-07,25013,5497,S1
2022,7,7,VENTAS CROSS,VENTAS CROSS,450,16,3146,169,2022-07-07,3146,169,S1
2022,7,7,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),269,11,1952,184,2022-07-07,1952,184,S1
2022,7,7,CHAT RECLAMOS,CHAT RECLAMOS,632,183,5365,1758,2022-07-07,5365,1758,S1
2022,7,8,SOS,SOS,1816,290,11335,2054,2022-07-08,1816,290,S2
2022,7,8,CHAT RECLAMOS,CHAT RECLAMOS,681,189,6046,2000,2022-07-08,681,189,S2
2022,7,8,VENTAS CROSS,VENTAS CROSS,560,27,3706,224,2022-07-08,560,27,S2
2022,7,8,CHAT CONSULTAS,CHAT CONSULTAS,332,101,2569,760,2022-07-08,332,101,S2
2022,7,8,TARJETAS,TARJETAS,4257,560,29270,6826,2022-07-08,4257,560,S2
2022,7,8,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),45,6,286,20,2022-07-08,45,6,S2
2022,7,8,LINEA NEGOCIOS,LINEA NEGOCIOS,124,15,769,139,2022-07-08,124,15,S2
2022,7,8,BOP,BOP,9473,1409,69140,16408,2022-07-08,9473,1409,S2
2022,7,8,ALTO VALOR,ALTO VALOR,492,64,3410,726,2022-07-08,492,64,S2
2022,7,8,LINEA EMPRESAS,LINEA EMPRESAS,943,199,6290,1937,2022-07-08,943,199,S2
2022,7,8,RECLAMOS,RECLAMOS,1607,91,9216,877,2022-07-08,1607,91,S2
2022,7,8,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1113,152,7745,1811,2022-07-08,1113,152,S2
2022,7,8,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),377,27,2329,222,2022-07-08,377,27,S2
2022,7,9,CHAT CONSULTAS,CHAT CONSULTAS,219,54,2788,833,2022-07-09,551,162,S2
2022,7,9,INCLUSION FINANCIERA,INCLUSION FINANCIERA,746,107,8491,2036,2022-07-09,1859,303,S2
2022,7,9,ALTO VALOR,ALTO VALOR,330,47,3740,839,2022-07-09,822,124,S2
2022,7,9,SOS,SOS,1462,220,12797,2364,2022-07-09,3278,552,S2
2022,7,9,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),33,3,319,23,2022-07-09,78,9,S2
2022,7,9,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),223,27,2552,256,2022-07-09,600,57,S2
2022,7,9,CHAT RECLAMOS,CHAT RECLAMOS,580,194,6626,2232,2022-07-09,1261,395,S2
2022,7,9,TARJETAS,TARJETAS,3569,547,32839,7995,2022-07-09,7826,1279,S2
2022,7,9,BOP,BOP,5976,826,75116,18138,2022-07-09,15449,2558,S2
2022,7,9,LINEA EMPRESAS,LINEA EMPRESAS,344,60,6634,2062,2022-07-09,1287,288,S2
2022,7,9,LINEA NEGOCIOS,LINEA NEGOCIOS,72,11,841,159,2022-07-09,196,33,S2
2022,7,9,VENTAS CROSS,VENTAS CROSS,362,15,4068,268,2022-07-09,922,46,S2
2022,7,9,RECLAMOS,RECLAMOS,1157,64,10373,1020,2022-07-09,2764,183,S2
2022,9,1,LINEA EMPRESAS,LINEA EMPRESAS,1107,270,1107,270,2022-09-01,1107,270,S1
2022,9,1,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),34,1,34,1,2022-09-01,34,1,S1
2022,9,1,LINEA NEGOCIOS,LINEA NEGOCIOS,152,17,152,17,2022-09-01,152,17,S1
2022,9,1,GLOMO (GSS),GLOMO (GSS),1,0,1,0,2022-09-01,1,0,S1
2022,9,1,SERVICE TO SALE (KONECTA),SERVICE TO SALE (KONECTA),249,23,249,23,2022-09-01,249,23,S1
2022,9,1,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),332,27,332,27,2022-09-01,332,27,S1
2022,9,1,GLOMO (KONECTA),GLOMO (KONECTA),629,59,629,59,2022-09-01,629,59,S1
2022,9,1,GLOMO (ATENTO),GLOMO (ATENTO),1,0,1,0,2022-09-01,1,0,S1
2022,9,1,CHAT RECLAMOS,CHAT RECLAMOS,633,220,633,220,2022-09-01,633,220,S1
2022,9,1,CHAT CONSULTAS,CHAT CONSULTAS,241,67,241,67,2022-09-01,241,67,S1
2022,9,1,VENTAS CROSS,VENTAS CROSS,441,13,441,13,2022-09-01,441,13,S1
2022,9,1,TARJETAS,TARJETAS,3329,336,3329,336,2022-09-01,3329,336,S1
2022,9,1,RECLAMOS,RECLAMOS,1776,128,1776,128,2022-09-01,1776,128,S1
2022,9,1,CORNER (KONECTA),CORNER (KONECTA),4,0,4,0,2022-09-01,4,0,S1
2022,9,1,BOP,BOP,8621,1053,8621,1053,2022-09-01,8621,1053,S1
2022,9,1,ALTO VALOR,ALTO VALOR,500,65,500,65,2022-09-01,500,65,S1
2022,9,1,SOS,SOS,3040,407,3040,407,2022-09-01,3040,407,S1
2022,9,1,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1224,195,1224,195,2022-09-01,1224,195,S1
2022,9,2,GLOMO (KONECTA),GLOMO (KONECTA),537,38,1166,118,2022-09-02,1166,118,S1
2022,9,2,CHAT CONSULTAS,CHAT CONSULTAS,261,71,502,146,2022-09-02,502,146,S1
2022,9,2,SOS,SOS,3025,436,6065,928,2022-09-02,6065,928,S1
2022,9,2,BOP,BOP,8292,977,16913,2431,2022-09-02,16913,2431,S1
2022,9,2,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),384,50,716,91,2022-09-02,716,91,S1
2022,9,2,BO RECLAMOS,BO RECLAMOS,1,0,1,0,2022-09-02,1,0,S1
2022,9,2,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1171,164,2395,422,2022-09-02,2395,422,S1
2022,9,2,ALTO VALOR,ALTO VALOR,509,62,1009,152,2022-09-02,1009,152,S1
