ANIO,MES,DIA,SERVICIO,NB_COLA,LLAMADAS_DIA,REITERADAS_DIA,LLAMADAS_MES,REITERADAS_MES,FECHA,LLAMADAS_SEM,REITERADAS_SEM,SEMANA_MES
2023,5,23,VENTAS CROSS,VENTAS CROSS,675,16,14524,1224,2023-05-23,1384,44,S4
2023,5,23,CHAT CONSULTAS,CHAT CONSULTAS,228,65,5542,2125,2023-05-23,494,146,S4
2023,5,23,TARJETAS,TARJETAS,3397,291,73783,19310,2023-05-23,7522,839,S4
2023,5,23,LINEA EMPRESAS,LINEA EMPRESAS,756,112,13991,4518,2023-05-23,1595,286,S4
2023,5,23,RECLAMOS,RECLAMOS,1609,95,33629,4667,2023-05-23,3430,246,S4
2023,5,23,CUENTA INDEPENDENCIA,CUENTA INDEPENDENCIA,655,45,15952,1902,2023-05-23,1336,110,S4
2023,5,23,SOS,SOS,2759,287,71869,15031,2023-05-23,5963,728,S4
2023,5,23,BOP,BOP,6753,649,163028,39919,2023-05-23,14657,1821,S4
2023,5,24,CUENTA INDEPENDENCIA,CUENTA INDEPENDENCIA,572,42,16524,1990,2023-05-24,1908,172,S4
2023,5,24,TARJETAS,TARJETAS,3308,287,77091,20577,2023-05-24,10830,1410,S4
2023,5,24,RECONQUISTA BOP,RECONQUISTA BOP,105,4,2770,149,2023-05-24,311,7,S4
2023,5,24,VENTAS CROSS,VENTAS CROSS,675,17,15199,1312,2023-05-24,2059,76,S4
2023,5,24,LINEA EMPRESAS,LINEA EMPRESAS,703,105,14694,4786,2023-05-24,2298,460,S4
2023,5,24,CHAT RECLAMOS,CHAT RECLAMOS,370,89,8592,2725,2023-05-24,1220,339,S4
2023,5,24,LINEA NEGOCIOS,LINEA NEGOCIOS,117,10,2410,421,2023-05-24,390,32,S4
2023,5,24,SOS,SOS,2700,329,74569,15679,2023-05-24,8663,1166,S4
2023,5,24,SERVICE TO SALE,SERVICE TO SALE,280,30,5480,1371,2023-05-24,855,138,S4
2023,5,24,CHAT CONSULTAS,CHAT CONSULTAS,209,61,5751,2221,2023-05-24,703,217,S4
2023,5,24,SOPORTE DIGITAL%,SOPORTE DIGITAL%,48,8,944,120,2023-05-24,133,22,S4
2023,5,24,BOP,BOP,6575,625,169603,42042,2023-05-24,21232,2978,S4
2023,5,24,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1653,183,43556,11389,2023-05-24,5498,877,S4
2023,5,24,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),297,30,5612,786,2023-05-24,864,94,S4
2023,5,24,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,41,0,1052,54,2023-05-24,138,2,S4
2023,5,24,ALTO VALOR,ALTO VALOR,440,54,10008,3146,2023-05-24,1457,226,S4
2023,5,24,RECLAMOS,RECLAMOS,1477,77,35106,4964,2023-05-24,4907,383,S4
2023,5,25,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,45,1,1097,56,2023-05-25,183,3,S4
2023,5,25,CHAT RECLAMOS,CHAT RECLAMOS,336,78,8928,2846,2023-05-25,1556,437,S4
2023,5,25,TARJETAS,TARJETAS,3426,267,80517,21859,2023-05-25,14256,2032,S4
2023,5,25,SERVICE TO SALE,SERVICE TO SALE,284,48,5764,1480,2023-05-25,1139,220,S4
2023,5,25,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1503,159,45059,11896,2023-05-25,7001,1178,S4
2023,5,25,RECLAMOS,RECLAMOS,1501,97,36607,5266,2023-05-25,6408,560,S4
2023,5,25,LINEA NEGOCIOS,LINEA NEGOCIOS,146,17,2556,454,2023-05-25,536,53,S4
2023,5,25,SOS,SOS,2784,326,77353,16343,2023-05-25,11447,1654,S4
2023,5,25,SOPORTE DIGITAL%,SOPORTE DIGITAL%,36,5,980,127,2023-05-25,169,28,S4
2023,5,25,VENTAS CROSS,VENTAS CROSS,653,17,15852,1402,2023-05-25,2712,114,S4
2023,5,25,ALTO VALOR,ALTO VALOR,449,55,10457,3347,2023-05-25,1906,341,S4
2023,5,25,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),295,23,5907,834,2023-05-25,1159,130,S4
2023,5,25,CHAT CONSULTAS,CHAT CONSULTAS,213,57,5964,2315,2023-05-25,916,285,S4
2023,5,25,BOP,BOP,6329,604,175932,44009,2023-05-25,27561,4162,S4
2023,5,25,RECONQUISTA BOP,RECONQUISTA BOP,117,1,2887,156,2023-05-25,428,9,S4
2023,5,25,CUENTA INDEPENDENCIA,CUENTA INDEPENDENCIA,548,32,17072,2067,2023-05-25,2456,226,S4
2023,5,25,LINEA EMPRESAS,LINEA EMPRESAS,757,127,15451,5089,2023-05-25,3055,668,S4
2023,5,28,CHAT CONSULTAS,CHAT CONSULTAS,117,46,6478,2552,2023-05-28,1430,489,S4
2023,5,28,SOS,SOS,1155,129,83683,17746,2023-05-28,17777,2731,S4
2023,5,29,SOS,SOS,3267,372,86950,18484,2023-05-29,21044,3319,S4
2023,5,29,TARJETAS,TARJETAS,3897,317,89646,25342,2023-05-29,23385,3956,S4
2023,5,29,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,42,0,1207,64,2023-05-29,293,9,S4
2023,5,29,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),314,26,6625,947,2023-05-29,1877,208,S4
2023,5,29,ALTO VALOR,ALTO VALOR,570,65,11922,3969,2023-05-29,3371,705,S4
2023,5,29,SOPORTE DIGITAL%,SOPORTE DIGITAL%,45,8,1103,149,2023-05-29,292,49,S4
2023,5,29,VENTAS CROSS,VENTAS CROSS,774,10,17839,1668,2023-05-29,4699,261,S4
2023,5,29,LINEA NEGOCIOS,LINEA NEGOCIOS,171,12,2901,528,2023-05-29,881,103,S4
2023,5,29,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1934,242,49910,13519,2023-05-29,11852,2263,S4
2023,5,29,CHAT RECLAMOS,CHAT RECLAMOS,424,110,9952,3208,2023-05-29,2580,762,S4
2023,5,29,RECONQUISTA BOP,RECONQUISTA BOP,103,2,3185,180,2023-05-29,726,30,S4
2023,5,29,CHAT CONSULTAS,CHAT CONSULTAS,245,67,6723,2653,2023-05-29,1675,580,S4
2023,5,29,BOP,BOP,8208,823,197741,50905,2023-05-29,49370,8602,S4
2023,5,29,LINEA EMPRESAS,LINEA EMPRESAS,1151,158,17760,6013,2023-05-29,5364,1335,S4
2023,5,29,SERVICE TO SALE,SERVICE TO SALE,334,44,6555,1747,2023-05-29,1930,392,S4
2023,5,29,CUENTA INDEPENDENCIA,CUENTA INDEPENDENCIA,684,55,18666,2331,2023-05-29,4050,421,S4
2023,5,29,RECLAMOS,RECLAMOS,1838,100,40926,6123,2023-05-29,10727,1089,S4
2023,5,30,SERVICE TO SALE,SERVICE TO SALE,338,52,6893,1864,2023-05-30,2268,479,S4
2023,5,30,SOS,SOS,3114,338,90064,19209,2023-05-30,24158,3876,S4
2023,5,30,RECLAMOS,RECLAMOS,1753,111,42679,6495,2023-05-30,12480,1350,S4
2023,5,30,VENTAS CROSS,VENTAS CROSS,820,19,18659,1774,2023-05-30,5519,324,S4
2023,5,30,LINEA EMPRESAS,LINEA EMPRESAS,983,175,18743,6419,2023-05-30,6347,1642,S4
2023,5,30,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),323,28,6948,1004,2023-05-30,2200,252,S4
2023,5,30,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,43,1,1250,66,2023-05-30,336,11,S4
2023,5,30,SOPORTE DIGITAL%,SOPORTE DIGITAL%,63,10,1166,161,2023-05-30,355,60,S4
2023,5,30,ALTO VALOR,ALTO VALOR,533,70,12455,4222,2023-05-30,3904,875,S4
2023,5,30,BOP,BOP,8286,806,206027,53706,2023-05-30,57656,10532,S4
2023,5,30,LINEA NEGOCIOS,LINEA NEGOCIOS,141,9,3042,559,2023-05-30,1022,125,S4
2023,5,30,CUENTA INDEPENDENCIA,CUENTA INDEPENDENCIA,702,46,19368,2445,2023-05-30,4752,508,S4
2023,5,30,CHAT RECLAMOS,CHAT RECLAMOS,369,92,10321,3337,2023-05-30,2949,878,S4
2023,5,30,CHAT CONSULTAS,CHAT CONSULTAS,262,88,6985,2780,2023-05-30,1937,693,S4
2023,5,30,RECONQUISTA BOP,RECONQUISTA BOP,136,3,3321,190,2023-05-30,862,40,S4
2023,5,30,TARJETAS,TARJETAS,3742,279,93388,26831,2023-05-30,27127,4844,S4
2023,5,30,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1893,199,51803,14152,2023-05-30,13745,2724,S4
2023,6,27,SOPORTE DIGITAL,SOPORTE DIGITAL,70,9,1257,219,2023-06-27,356,64,S4
2023,6,27,RECONQUISTA BOP,RECONQUISTA BOP,67,0,2280,90,2023-06-27,351,10,S4
2023,6,27,BOP,BOP,6890,704,174973,43617,2023-06-27,32215,5414,S4
2023,6,27,LINEA NEGOCIOS,LINEA NEGOCIOS,122,11,2950,573,2023-06-27,553,73,S4
2023,6,27,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),284,22,6200,934,2023-06-27,1191,140,S4
2023,6,27,LINEA EMPRESAS,LINEA EMPRESAS,826,140,17505,6064,2023-06-27,3437,807,S4
2022,1,1,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),27,2,27,2,2022-01-01,27,2,S1
2022,1,1,CHAT CONSULTAS (GSS),CHAT CONSULTAS (GSS),129,71,129,71,2022-01-01,129,71,S1
2022,1,1,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),6,1,6,1,2022-01-01,6,1,S1
2022,1,1,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),11,0,11,0,2022-01-01,11,0,S1
2022,1,1,TARJETAS,TARJETAS,318,46,318,46,2022-01-01,318,46,S1
2022,1,1,ALTO VALOR,ALTO VALOR,64,10,64,10,2022-01-01,64,10,S1
2022,1,1,BOP,BOP,1047,140,1047,140,2022-01-01,1047,140,S1
2022,1,1,CHAT RECLAMOS (ATENTO),CHAT RECLAMOS (ATENTO),153,90,153,90,2022-01-01,153,90,S1
2022,1,1,RECLAMOS,RECLAMOS,170,20,170,20,2022-01-01,170,20,S1
2022,1,1,CHAT CONSULTAS (ATENTO),CHAT CONSULTAS (ATENTO),135,75,135,75,2022-01-01,135,75,S1
2022,1,1,CHAT RECLAMOS (GSS),CHAT RECLAMOS (GSS),155,95,155,95,2022-01-01,155,95,S1
2022,1,1,SOS,SOS,362,41,362,41,2022-01-01,362,41,S1
2022,1,1,VENTAS CROSS,VENTAS CROSS,62,2,62,2,2022-01-01,62,2,S1
2022,1,1,INCLUSION FINANCIERA,INCLUSION FINANCIERA,178,34,178,34,2022-01-01,178,34,S1
2022,1,1,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),53,5,53,5,2022-01-01,53,5,S1
2022,1,2,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),2,0,29,2,2022-01-02,29,2,S1
2022,1,2,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),29,0,82,5,2022-01-02,82,5,S1
2022,1,2,CHAT CONSULTAS (ATENTO),CHAT CONSULTAS (ATENTO),258,138,393,213,2022-01-02,393,213,S1
2022,1,2,SOS,SOS,744,122,1106,174,2022-01-02,1106,174,S1
2022,1,2,CHAT CONSULTAS (GSS),CHAT CONSULTAS (GSS),230,138,359,209,2022-01-02,359,209,S1
2022,1,3,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),149,11,178,13,2022-01-03,178,13,S1
2022,1,3,ACTIVACIONES TOKEN (KONECTA),ACTIVACIONES TOKEN (KONECTA),12,0,12,0,2022-01-03,12,0,S1
2022,1,3,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1123,173,1301,226,2022-01-03,1301,226,S1
2022,1,3,LINEA NEGOCIOS,LINEA NEGOCIOS,85,6,85,6,2022-01-03,85,6,S1
2022,1,3,ALTO VALOR,ALTO VALOR,582,96,646,114,2022-01-03,646,114,S1
2022,1,3,CHAT CONSULTAS (ATENTO),CHAT CONSULTAS (ATENTO),472,270,865,483,2022-01-03,865,483,S1
2022,1,3,LINEA EMPRESAS,LINEA EMPRESAS,559,91,559,91,2022-01-03,559,91,S1
2022,1,3,RECLAMOS,RECLAMOS,1767,168,1937,195,2022-01-03,1937,195,S1
2022,1,3,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),204,11,286,17,2022-01-03,286,17,S1
2022,1,3,SEGURIDAD SOS (KONECTA),SEGURIDAD SOS (KONECTA),17,1,17,1,2022-01-03,17,1,S1
2022,1,3,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),85,7,96,7,2022-01-03,96,7,S1
2022,1,3,SOS,SOS,926,70,2032,276,2022-01-03,2032,276,S1
2022,1,3,CHAT CONSULTAS (GSS),CHAT CONSULTAS (GSS),455,245,814,455,2022-01-03,814,455,S1
2022,1,3,CHAT RECLAMOS (ATENTO),CHAT RECLAMOS (ATENTO),471,273,624,366,2022-01-03,624,366,S1
2022,1,3,CHAT RECLAMOS (GSS),CHAT RECLAMOS (GSS),476,280,631,376,2022-01-03,631,376,S1
2022,1,3,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),340,20,346,23,2022-01-03,346,23,S1
2022,1,3,TARJETAS,TARJETAS,4317,614,4635,687,2022-01-03,4635,687,S1
2022,1,3,BOP,BOP,9055,1253,10102,1469,2022-01-03,10102,1469,S1
2022,1,3,VENTAS CROSS,VENTAS CROSS,662,13,724,16,2022-01-03,724,16,S1
2022,1,4,CHAT RECLAMOS (ATENTO),CHAT RECLAMOS (ATENTO),421,244,1045,617,2022-01-04,1045,617,S1
2022,1,4,CHAT RECLAMOS (GSS),CHAT RECLAMOS (GSS),428,254,1059,633,2022-01-04,1059,633,S1
2022,1,4,ACTIVACIONES TOKEN (KONECTA),ACTIVACIONES TOKEN (KONECTA),12,0,24,0,2022-01-04,24,0,S1
2022,1,4,INCLUSION FINANCIERA,INCLUSION FINANCIERA,962,150,2263,429,2022-01-04,2263,429,S1
2022,1,4,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),362,21,708,54,2022-01-04,708,54,S1
2022,1,4,SEGURIDAD SOS (KONECTA),SEGURIDAD SOS (KONECTA),12,0,29,1,2022-01-04,29,1,S1
2022,1,4,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),68,2,164,10,2022-01-04,164,10,S1
2022,1,4,VENTAS CROSS,VENTAS CROSS,619,12,1343,39,2022-01-04,1343,39,S1
2022,1,4,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),151,11,329,25,2022-01-04,329,25,S1
2022,1,4,CHAT CONSULTAS (ATENTO),CHAT CONSULTAS (ATENTO),460,264,1325,749,2022-01-04,1325,749,S1
2022,1,4,CHAT CONSULTAS (GSS),CHAT CONSULTAS (GSS),406,222,1220,680,2022-01-04,1220,680,S1
2022,1,4,RECLAMOS,RECLAMOS,1767,177,3704,435,2022-01-04,3704,435,S1
2022,1,4,SOS,SOS,831,62,2863,363,2022-01-04,2863,363,S1
2022,1,4,TARJETAS,TARJETAS,4329,649,8964,1555,2022-01-04,8964,1555,S1
2022,1,4,ALTO VALOR,ALTO VALOR,514,98,1160,244,2022-01-04,1160,244,S1
2022,1,4,BOP,BOP,8273,1204,18375,3139,2022-01-04,18375,3139,S1
2022,1,4,LINEA EMPRESAS,LINEA EMPRESAS,661,113,1220,244,2022-01-04,1220,244,S1
2022,1,4,LINEA NEGOCIOS,LINEA NEGOCIOS,135,15,220,29,2022-01-04,220,29,S1
2022,1,4,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),171,10,457,31,2022-01-04,457,31,S1
2022,1,16,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),59,11,2178,278,2022-01-16,202,23,S3
2022,1,16,SEGURIDAD SOS (KONECTA),SEGURIDAD SOS (KONECTA),4,0,164,2,2022-01-16,15,0,S3
2022,1,16,SOS,SOS,674,74,11503,1603,2022-01-16,1426,152,S3
2022,1,16,TARJETAS,TARJETAS,1,0,43024,12753,2022-01-16,2441,356,S3
2022,1,16,CHAT CONSULTAS (ATENTO),CHAT CONSULTAS (ATENTO),447,273,7272,4273,2022-01-16,922,546,S3
2022,1,17,INCLUSION FINANCIERA,INCLUSION FINANCIERA,958,150,10967,2881,2022-01-17,1628,274,S3
2022,1,17,LINEA EMPRESAS,LINEA EMPRESAS,746,164,7238,2177,2022-01-17,1009,228,S3
2022,1,17,RECLAMOS,RECLAMOS,1905,244,19491,3545,2022-01-17,2944,394,S3
2022,1,17,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),165,8,2343,296,2022-01-17,367,35,S3
2022,1,17,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),115,12,943,77,2022-01-17,165,19,S3
2022,1,17,SOS,SOS,848,78,12351,1750,2022-01-17,2274,268,S3
2022,1,17,BOP,BOP,8619,1471,93630,24183,2022-01-17,13686,2441,S3
2022,1,17,LINEA NEGOCIOS,LINEA NEGOCIOS,114,21,1242,342,2022-01-17,153,30,S3
2022,1,17,RECONQUISTA,RECONQUISTA,1,0,2,0,2022-01-17,1,0,S3
2022,1,17,TARJETAS,TARJETAS,4746,963,47770,14579,2022-01-17,7187,1454,S3
2022,1,17,ACTIVACIONES TOKEN (KONECTA),ACTIVACIONES TOKEN (KONECTA),10,0,143,2,2022-01-17,19,0,S3
2022,1,17,ALTO VALOR,ALTO VALOR,578,134,5653,1764,2022-01-17,823,186,S3
2022,1,17,CHAT CONSULTAS (ATENTO),CHAT CONSULTAS (ATENTO),752,427,8024,4729,2022-01-17,1674,985,S3
2022,1,17,CHAT RECLAMOS (GSS),CHAT RECLAMOS (GSS),665,435,6936,4602,2022-01-17,1159,779,S3
2022,1,17,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),52,1,3308,539,2022-01-17,65,1,S3
2022,1,17,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),139,5,1725,210,2022-01-17,238,14,S3
2022,1,17,SEGURIDAD SOS (KONECTA),SEGURIDAD SOS (KONECTA),13,0,177,2,2022-01-17,28,0,S3
2022,1,17,VENTAS CROSS,VENTAS CROSS,490,6,6199,462,2022-01-17,822,19,S3
2022,1,18,BOP,BOP,7113,1033,100743,26475,2022-01-18,20799,4017,S3
2022,1,18,CHAT CONSULTAS (ATENTO),CHAT CONSULTAS (ATENTO),675,393,8699,5140,2022-01-18,2349,1389,S3
2022,1,18,RECLAMOS,RECLAMOS,1572,148,21063,3896,2022-01-18,4516,615,S3
2022,1,18,RETENCION PLD (ATENTO),RETENCION PLD (ATENTO),1,0,22,0,2022-01-18,1,0,S3
2022,1,18,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),83,7,1026,84,2022-01-18,248,26,S3
2022,1,18,INCLUSION FINANCIERA,INCLUSION FINANCIERA,823,122,11790,3157,2022-01-18,2451,466,S3
2022,1,18,LINEA EMPRESAS,LINEA EMPRESAS,629,115,7867,2435,2022-01-18,1638,398,S3
2022,1,18,LINEA NEGOCIOS,LINEA NEGOCIOS,120,8,1362,369,2022-01-18,273,47,S3
2022,1,18,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),140,7,2483,317,2022-01-18,507,49,S3
2022,1,18,VENTAS CROSS,VENTAS CROSS,446,6,6645,506,2022-01-18,1268,42,S3
2022,1,18,SOS,SOS,729,61,13080,1850,2022-01-18,3003,357,S3
2022,1,18,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),109,10,1834,225,2022-01-18,347,28,S3
2022,1,18,ACTIVACIONES TOKEN (KONECTA),ACTIVACIONES TOKEN (KONECTA),8,0,151,2,2022-01-18,27,0,S3
2022,1,18,ALTO VALOR,ALTO VALOR,474,82,6127,1960,2022-01-18,1297,311,S3
2022,1,18,CHAT RECLAMOS (GSS),CHAT RECLAMOS (GSS),554,371,7490,4987,2022-01-18,1713,1158,S3
2022,1,18,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),38,1,3346,544,2022-01-18,103,3,S3
2022,1,18,SEGURIDAD SOS (KONECTA),SEGURIDAD SOS (KONECTA),9,0,186,2,2022-01-18,37,0,S3
2022,1,18,TARJETAS,TARJETAS,4094,610,51864,16125,2022-01-18,11281,2398,S3
2022,1,19,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),106,11,1940,239,2022-01-19,453,41,S3
2022,1,19,CHAT CONSULTAS (ATENTO),CHAT CONSULTAS (ATENTO),709,405,9408,5569,2022-01-19,3058,1809,S3
2022,1,19,CHAT RECLAMOS (GSS),CHAT RECLAMOS (GSS),523,358,8013,5363,2022-01-19,2236,1530,S3
2022,1,19,INCLUSION FINANCIERA,INCLUSION FINANCIERA,833,124,12623,3442,2022-01-19,3284,684,S3
2022,1,19,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),47,5,3393,550,2022-01-19,150,8,S3
2022,1,19,SOS,SOS,743,52,13823,1961,2022-01-19,3746,450,S3
2022,1,19,TARJETAS,TARJETAS,4298,637,56162,17738,2022-01-19,15579,3480,S3
2022,1,19,VENTAS CROSS,VENTAS CROSS,427,6,7072,544,2022-01-19,1695,55,S3
2022,1,19,ACTIVACIONES TOKEN (KONECTA),ACTIVACIONES TOKEN (KONECTA),8,0,159,2,2022-01-19,35,0,S3
2022,1,19,SEGURIDAD SOS (KONECTA),SEGURIDAD SOS (KONECTA),13,0,199,2,2022-01-19,50,0,S3
2022,1,19,BOP,BOP,6850,928,107593,28698,2022-01-19,27649,5586,S3
2022,1,19,ALTO VALOR,ALTO VALOR,441,57,6568,2133,2022-01-19,1738,419,S3
2022,1,19,LINEA EMPRESAS,LINEA EMPRESAS,674,150,8541,2716,2022-01-19,2312,613,S3
2022,1,19,LINEA NEGOCIOS,LINEA NEGOCIOS,96,13,1458,398,2022-01-19,369,68,S3
2022,1,19,RECLAMOS,RECLAMOS,1715,136,22778,4253,2022-01-19,6231,848,S3
2022,1,19,RETENCION PLD (ATENTO),RETENCION PLD (ATENTO),2,0,24,0,2022-01-19,3,0,S3
2022,1,19,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),168,11,2651,335,2022-01-19,675,66,S3
2022,1,19,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),76,6,1102,92,2022-01-19,324,32,S3
2022,1,20,GLOMO (ATENTO),GLOMO (ATENTO),1,0,2,0,2022-01-20,1,0,S3
2022,1,20,INCLUSION FINANCIERA,INCLUSION FINANCIERA,820,125,13443,3721,2022-01-20,4104,907,S3
2022,1,20,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),166,13,2817,359,2022-01-20,841,84,S3
2022,1,20,SEGURIDAD SOS (KONECTA),SEGURIDAD SOS (KONECTA),13,0,212,2,2022-01-20,63,0,S3
2022,1,20,RECLAMOS,RECLAMOS,1344,111,24122,4553,2022-01-20,7575,1052,S3
2022,1,20,VENTAS CROSS,VENTAS CROSS,422,10,7494,586,2022-01-20,2117,84,S3
2022,1,20,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),108,15,2048,256,2022-01-20,561,57,S3
2022,1,20,LINEA EMPRESAS,LINEA EMPRESAS,616,109,9157,2968,2022-01-20,2928,806,S3
2022,1,20,LINEA NEGOCIOS,LINEA NEGOCIOS,91,5,1549,419,2022-01-20,460,83,S3
2022,1,20,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),37,1,3430,552,2022-01-20,187,9,S3
2022,1,20,SOS,SOS,662,65,14485,2063,2022-01-20,4408,539,S3
2022,1,20,ACTIVACIONES TOKEN (KONECTA),ACTIVACIONES TOKEN (KONECTA),8,0,167,2,2022-01-20,43,0,S3
2022,1,20,ALTO VALOR,ALTO VALOR,432,73,7000,2305,2022-01-20,2170,546,S3
2022,1,20,BOP,BOP,6724,1003,114317,30953,2022-01-20,34373,7304,S3
2022,1,20,CHAT RECLAMOS (GSS),CHAT RECLAMOS (GSS),60,39,8073,5406,2022-01-20,2296,1571,S3
2022,1,20,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),84,4,1186,96,2022-01-20,408,36,S3
2022,1,20,TARJETAS,TARJETAS,3356,536,59518,19105,2022-01-20,18935,4463,S3
2022,1,21,ACTIVACIONES TOKEN (ATENTO),ACTIVACIONES TOKEN (ATENTO),113,11,2161,271,2022-01-21,674,70,S3
2022,1,21,BOP,BOP,7081,939,121398,33155,2022-01-21,41454,9001,S3
2022,1,21,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),90,5,1276,108,2022-01-21,498,46,S3
2022,1,21,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),9,0,9,0,2022-01-21,9,0,S3
2022,1,21,ALTO VALOR,ALTO VALOR,452,77,7452,2485,2022-01-21,2622,687,S3
2022,1,21,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1049,149,14492,4024,2022-01-21,5153,1155,S3
2022,1,21,LINEA EMPRESAS,LINEA EMPRESAS,599,112,9756,3234,2022-01-21,3527,1017,S3
2022,1,21,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),1,0,2,0,2022-01-21,1,0,S3
2022,1,21,SEGURIDAD SOS (ATENTO),SEGURIDAD SOS (ATENTO),129,13,2946,381,2022-01-21,970,100,S3
2022,1,21,SEGURIDAD SOS (KONECTA),SEGURIDAD SOS (KONECTA),9,0,221,2,2022-01-21,72,0,S3
2022,1,21,TARJETAS,TARJETAS,3621,532,63139,20577,2022-01-21,22556,5523,S3
2022,1,21,ACTIVACIONES TOKEN (KONECTA),ACTIVACIONES TOKEN (KONECTA),10,0,177,2,2022-01-21,53,0,S3
2022,1,21,CHAT RECLAMOS (GSS),CHAT RECLAMOS (GSS),93,64,8166,5471,2022-01-21,2389,1636,S3
2022,1,21,LINEA NEGOCIOS,LINEA NEGOCIOS,87,8,1636,447,2022-01-21,547,106,S3
2022,1,21,RECLAMOS,RECLAMOS,1470,83,25592,4817,2022-01-21,9045,1237,S3
2022,1,21,SOS,SOS,785,58,15270,2169,2022-01-21,5193,630,S3
2022,1,21,VENTAS CROSS,VENTAS CROSS,485,11,7979,650,2022-01-21,2602,121,S3
2022,1,21,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),49,5,3479,557,2022-01-21,236,14,S3
2022,1,24,BOP,BOP,8556,1262,135119,37785,2022-01-24,13721,2285,S4
2022,1,24,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1241,219,16673,4727,2022-01-24,2181,426,S4
2022,1,24,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),10,0,27,0,2022-01-24,18,0,S4
2022,1,24,RETENCION TARJETAS (ATENTO),RETENCION TARJETAS (ATENTO),121,7,3621,569,2022-01-24,142,9,S4
2022,1,24,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),83,8,1417,123,2022-01-24,141,13,S4
2022,1,24,SOS,SOS,1514,190,18602,2822,2022-01-24,3332,532,S4
2022,1,24,CHAT RECLAMOS,CHAT RECLAMOS,39,13,39,13,2022-01-24,39,13,S4
2022,1,24,GLOMO (ATENTO),GLOMO (ATENTO),267,28,513,59,2022-01-24,511,59,S4
2022,1,24,LINEA EMPRESAS,LINEA EMPRESAS,706,147,10746,3638,2022-01-24,990,202,S4
